"PD_id","price"
305,"9900000"
308,"9400000"
310,"4790000"
312,"28900000"
314,"9400000"
316,"68990000"
318,"12990000"
319,"69990000"
323,"28590000"
324,"36890000"
325,"9990000"
326,"11390000"
331,"7990000"
332,"19190000"
333,"23900000"
335,"21490000"
339,""
346,"45290000"
348,"19900000"
349,"44900000"
350,"19900000"
351,"18890000"
356,"63890000"
358,"88890000"
362,"62890000"
370,"28890000"
374,"23400000"
379,"79990000"
385,"62290000"
386,"115900000"
388,"13890000"
393,"22890000"
394,"15890000"
396,"101900000"
399,"89900000"
403,"41900000"
404,"33390000"
406,"39890000"
407,"35900000"
408,"58900000"
413,"28990000"
416,"41890000"
418,"12490000"
429,"33990000"
431,"730000000"
435,"23990000"
442,"3990000"
213,"11490000"
216,"4420000"
224,"5090000"
227,"8290000"
233,"6190000"
243,"4490000"
245,"9490000"
247,"3790000"
254,"11290000"
261,"18900000"
262,"12400000"
264,"12590000"
267,"14900000"
268,"15400000"
270,"14900000"
271,"21290000"
275,"11490000"
281,"16190000"
286,"12400000"
289,"39490000"
291,"8990000"
295,"13890000"
298,"3590000"
301,"19890000"
303,"15490000"
309,"18890000"
328,"25890000"
337,"31790000"
338,"6400000"
342,"12990000"
347,"69890000"
352,"23140000"
360,"21900000"
361,"32890000"
364,"8590000"
366,"8400000"
368,"29890000"
381,"23900000"
382,"69900000"
387,"45990000"
391,"84890000"
401,"19890000"
405,"99900000"
409,"52900000"
410,"74900000"
414,"54290000"
415,"71990000"
419,"12490000"
420,"19990000"
422,"4790000"
423,"2999000000"
430,"43990000"
437,"26990000"
438,"15990000"
440,"7490000"
441,"17990000"
6,"8000000"
1,"5590000"
2,"3990000"
3,"8090000"
8,"7990000"
17,"10990000"
18,"7490000"
23,"7790000"
27,"12790000"
28,"17590000"
31,"4990000"
33,"8790000"
36,"17090000"
39,"9090000"
47,"10090000"
50,"11990000"
51,"18890000"
57,"7390000"
59,"8790000"
61,"8490000"
63,"10590000"
64,"7990000"
68,"8590000"
69,"12190000"
70,"6990000"
72,"9790000"
77,"6190000"
84,"11990000"
85,"13190000"
90,"8990000"
94,"12790000"
95,"12490000"
97,"16490000"
101,"12690000"
103,"14390000"
107,"16990000"
110,"15390000"
112,"15090000"
116,"5990000"
117,"6190000"
125,"14490000"
127,"7490000"
129,"8490000"
131,"17590000"
133,"19490000"
139,"15490000"
146,"7990000"
148,"9290000"
155,"13990000"
157,"48390000"
161,"4990000"
164,"53890000"
167,"4990000"
168,"17090000"
179,"10990000"
180,"7990000"
181,"15310000"
192,"14990000"
194,"10490000"
203,"9990000"
207,"18990000"
210,"69990000"
11,"5990000"
12,"10990000"
13,"3690000"
22,"5990000"
25,"11090000"
35,"6490000"
37,"6990000"
42,"11190000"
43,"7490000"
45,"10590000"
46,"6990000"
52,"6990000"
54,"8690000"
66,"11190000"
73,"12290000"
76,"4090000"
82,"17990000"
86,"9990000"
88,"21090000"
91,"10590000"
96,"5490000"
100,"4690000"
102,"5190000"
106,"19490000"
113,"13590000"
115,"7990000"
118,"14990000"
119,"15890000"
120,"17290000"
128,"13990000"
130,"17090000"
134,"15690000"
138,"12990000"
140,"5990000"
141,"15990000"
143,"5990000"
150,"11990000"
152,"16890000"
153,"20490000"
154,"13490000"
166,"33290000"
171,"20490000"
173,"7790000"
176,"8990000"
177,"10490000"
183,"45890000"
184,"11490000"
190,"11490000"
197,"13280000"
199,"16990000"
202,"11450000"
204,"15450000"
206,"11990000"
208,"16090000"
209,"56990000"
4,"4990000"
7,"5790000"
9,"8790000"
10,"8340000"
14,"3690000"
15,"9990000"
16,"5790000"
19,"9990000"
20,"6990000"
21,"5990000"
24,"5990000"
32,"9290000"
49,"10990000"
53,"9090000"
56,"6490000"
58,"9490000"
60,"6790000"
65,"8490000"
74,"9390000"
79,"8990000"
80,"13790000"
93,"12490000"
104,"17990000"
109,"8990000"
123,"5890000"
126,"7140000"
135,"15990000"
137,"13990000"
142,"38390000"
145,"6690000"
159,"7990000"
163,"18290000"
165,"7490000"
169,"9390000"
170,"28690000"
172,"6390000"
174,"8190000"
175,"35490000"
185,"16590000"
193,"10090000"
201,"12910000"
5,"7790000"
26,"5890000"
29,"12490000"
30,"8990000"
34,"15490000"
38,"5690000"
40,"10190000"
41,"8490000"
44,"9790000"
48,"5990000"
55,"14290000"
62,"7590000"
67,"5990000"
71,"13390000"
75,"16590000"
78,"15090000"
81,"6590000"
83,"13990000"
87,"13090000"
89,"12490000"
92,"11990000"
98,"8990000"
99,"6190000"
105,"7990000"
108,"11990000"
111,"11790000"
114,"6490000"
121,"14990000"
122,"10990000"
124,"19990000"
132,"16990000"
136,"22390000"
144,"5790000"
147,"11990000"
149,"10990000"
151,"17490000"
156,"5360000"
158,"36990000"
160,"10990000"
162,"36390000"
178,"13790000"
182,"31990000"
186,"8990000"
187,"10990000"
188,"13750000"
189,"48390000"
191,"7690000"
195,"5890000"
196,"13780000"
198,"32890000"
200,"12790000"
205,"15990000"
669,"2990000"
677,"3590000"
680,"990000"
682,"2290000"
684,"2990000"
685,"3090000"
690,"4690000"
698,"3890000"
701,"4390000"
706,"1820000"
710,"6890000"
712,"2050000"
719,"2560000"
720,"3590000"
722,"3190000"
727,"4390000"
729,"4090000"
731,"6290000"
736,"7320000"
738,"4890000"
668,"2990000"
670,"4490000"
672,"2590000"
675,"2090000"
678,"3990000"
679,"1990000"
683,"1990000"
691,"3250000"
693,"2390000"
696,"5390000"
707,"4990000"
711,"3990000"
717,"5190000"
718,"5690000"
721,"2490000"
723,"2840000"
726,"2390000"
728,"6590000"
733,"6090000"
737,"6290000"
740,"2790000"
742,"6290000"
673,"2690000"
687,"3390000"
688,"1890000"
689,"2790000"
694,"2290000"
697,"4990000"
699,"3190000"
702,"2690000"
703,"3790000"
704,"5190000"
705,"4290000"
709,"3790000"
716,"3690000"
724,"2650000"
725,"2390000"
732,"7890000"
734,"5690000"
744,"4290000"
671,"3190000"
674,"1790000"
676,"2870000"
681,"2690000"
686,"1690000"
692,"3890000"
695,"2590000"
700,"1990000"
708,"3320000"
713,"2340000"
714,"2840000"
715,"3790000"
730,"2380000"
735,"2590000"
739,"4490000"
741,"6390000"
743,"3600000"
