"PD_id","price","rating"
474,"3590000","5"
475,"5190000","4"
490,"12890000","5"
495,"8740000","5"
497,"9890000","4"
499,"14490000","5"
500,"14980000","4"
505,"6090000","4"
512,"21490000","4"
514,"15290000","5"
517,"13790000","5"
523,"11990000","0"
526,"29990000","4"
531,"35990000","4"
535,"17990000","5"
537,"30990000","0"
541,"26990000","4"
542,"14690000","4"
546,"7590000","5"
549,"6490000","5"
551,"5540000","4"
553,"6990000","5"
555,"8490000","0"
556,"35490000","4"
565,"12990000","4"
571,"5390000","4"
575,"28990000","0"
578,"43990000","4"
579,"15980000","4"
581,"46990000","5"
582,"10990000","0"
583,"42490000","0"
587,"26990000","0"
590,"10990000","0"
592,"14390000","0"
593,"15990000","0"
594,"16990000","4"
607,"11990000","0"
620,"23290000","4"
621,"6990000","4"
622,"12690000","4"
623,"18690000","4"
630,"28990000","5"
631,"4490000","4"
636,"14800000","0"
645,"6290000","4"
647,"15290000","5"
650,"18090000","4"
655,"120000000","0"
656,"94990000","0"
657,"42990000","0"
660,"26090000","3"
662,"11590000","4"
667,"25990000","0"
444,"6390000","4"
445,"4990000","4"
450,"8990000","4"
461,"3290000","4"
462,"18990000","4"
465,"3690000","3"
466,"5690000","4"
470,"2790000","4"
472,"18490000","4"
473,"9990000","5"
476,"9590000","4"
478,"19990000","4"
479,"14390000","4"
481,"17990000","4"
483,"11490000","4"
486,"15980000","4"
493,"8290000","5"
494,"11490000","4"
496,"11290000","5"
498,"15390000","5"
501,"20400000","5"
502,"19990000","4"
504,"9890000","4"
508,"17390000","5"
509,"20590000","4"
511,"11490000","4"
515,"6690000","4"
519,"13790000","4"
525,"6640000","0"
528,"12990000","0"
529,"11990000","4"
538,"33690000","5"
539,"5490000","5"
548,"13790000","5"
557,"6590000","4"
560,"19390000","5"
561,"32990000","4"
562,"4590000","0"
564,"10390000","5"
568,"42990000","5"
570,"7090000","4"
580,"22990000","4"
585,"25990000","0"
586,"9190000","4"
591,"6240000","0"
596,"18450000","4"
604,"6490000","4"
608,"11490000","0"
609,"21940000","0"
610,"30480000","5"
611,"15490000","4"
613,"6890000","4"
614,"26990000","5"
616,"28990000","0"
619,"7390000","4"
625,"9090000","3"
626,"13390000","5"
632,"12890000","4"
633,"19990000","5"
635,"16800000","0"
637,"18990000","4"
638,"119990000","0"
642,"42990000","5"
646,"10590000","4"
654,"14990000","0"
658,"11490000","0"
661,"36490000","4"
1003,"1790000","5"
999,"1490000","4"
1000,"1690000","4"
1002,"1290000","4"
1004,"1890000","4"
1008,"1290000","4"
1009,"1290000","4"
996,"1290000","4"
998,"1490000","4"
1001,"1690000","4"
1005,"1590000","4"
995,"1190000","4"
997,"1779000","4"
1006,"990000","5"
1007,"2690000","4"
1022,"5600000","3"
1026,"23640000","5"
1032,"3370000","3"
1037,"4050000","3"
1010,"3990000","0"
1020,"6940000","4"
1023,"5790000","0"
1029,"3990000","3"
1031,"7610000","0"
1034,"7480000","0"
1036,"10450000","0"
1038,"3820000","3"
1012,"4990000","4"
1013,"5490000","4"
1014,"16990000","0"
1015,"8090000","5"
1017,"2990000","5"
1021,"12070000","4"
1024,"13790000","0"
1025,"10820000","0"
1028,"4070000","3"
1040,"4230000","3"
1011,"3790000","4"
1016,"9990000","4"
1018,"24900000","5"
1019,"5690000","5"
1027,"5360000","3"
1030,"9930000","4"
1033,"7570000","4"
1035,"7870000","0"
1039,"9360000","4"
211,"8300000","4"
219,"14490000","4"
221,"11090000","4"
229,"9900000","4"
236,"9990000","4"
239,"8990000","4"
241,"14890000","4"
242,"3990000","4"
244,"13400000","4"
246,"8990000","4"
249,"18890000","4"
255,"12390000","4"
260,"8890000","5"
263,"8990000","4"
276,"10150000","4"
278,"5790000","4"
279,"13890000","4"
282,"17400000","4"
290,"26590000","4"
292,"12990000","5"
294,"6490000","0"
296,"28490000","0"
297,"14390000","4"
299,"21900000","4"
300,"25400000","0"
302,"16390000","4"
306,"21490000","0"
311,"11900000","4"
315,"38200000","0"
317,"8990000","0"
329,"5090000","4"
340,"19990000","4"
343,"39900000","0"
344,"37290000","4"
355,"42990000","0"
365,"57610000","0"
367,"22890000","4"
369,"56900000","0"
372,"73900000","5"
373,"49900000","5"
375,"14890000","4"
377,"20990000","4"
378,"36900000","5"
384,"26890000","5"
389,"35890000","0"
390,"99890000","0"
395,"31900000","4"
397,"18900000","4"
412,"42890000","0"
425,"11490000","4"
426,"141990000","0"
428,"13490000","4"
433,"34990000","0"
436,"18990000","0"
439,"11990000","0"
212,"8670000","4"
214,"7990000","2"
215,"12900000","4"
217,"6690000","4"
222,"3990000","4"
223,"5490000","4"
225,"10490000","4"
226,"12490000","4"
228,"6890000","4"
230,"15900000","4"
234,"9900000","4"
238,"7290000","4"
250,"12490000","5"
252,"9490000","4"
258,"12390000","4"
265,"15890000","4"
266,"16990000","5"
269,"10790000","4"
273,"15490000","5"
280,"19890000","5"
283,"9490000","5"
284,"19890000","4"
288,"29290000","0"
304,"20890000","4"
307,"14690000","4"
313,"18990000","5"
320,"12990000","0"
321,"13900000","5"
322,"32900000","5"
327,"34390000","0"
330,"19700000","5"
334,"33390000","0"
336,"111590000","0"
341,"30990000","5"
345,"95890000","0"
353,"25990000","5"
354,"32990000","0"
357,"25900000","0"
359,"44890000","0"
363,"54890000","0"
371,"34900000","4"
376,"16390000","4"
380,"128990000","0"
383,"21990000","0"
392,"128990000","0"
398,"15400000","4"
400,"29900000","4"
402,"23890000","0"
411,"62890000","0"
417,"9990000","0"
421,"7990000","0"
424,"2499000000","0"
432,"24990000","0"
434,"74990000","0"
218,"15900000","4"
220,"5790000","4"
231,"7990000","4"
232,"15400000","4"
235,"14590000","4"
237,"9290000","4"
240,"6390000","4"
248,"13690000","4"
251,"6790000","4"
253,"12290000","4"
256,"17990000","4"
257,"9290000","4"
259,"24190000","0"
272,"5990000","4"
274,"23490000","5"
277,"12990000","4"
285,"14400000","4"
287,"15590000","4"
293,"8490000","0"
305,"9900000","4"
308,"9400000","4"
310,"4790000","4"
312,"28900000","5"
314,"9400000","4"
316,"68990000","0"
318,"12990000","0"
319,"69990000","0"
323,"28590000","4"
324,"36890000","4"
325,"9990000","4"
326,"11390000","3"
331,"7990000","4"
332,"19190000","0"
333,"23900000","4"
335,"21490000","0"
346,"45290000","0"
348,"19900000","4"
349,"44900000","4"
350,"19900000","4"
351,"18890000","5"
356,"63890000","0"
358,"88890000","0"
362,"62890000","0"
370,"28890000","5"
374,"23400000","4"
379,"79990000","0"
385,"62290000","0"
386,"115900000","0"
388,"13890000","0"
393,"22890000","4"
394,"15890000","4"
396,"101900000","0"
399,"89900000","0"
403,"41900000","0"
404,"33390000","0"
406,"39890000","0"
407,"35900000","0"
408,"58900000","0"
413,"28990000","0"
416,"41890000","0"
418,"12490000","0"
429,"33990000","0"
431,"730000000","0"
435,"23990000","0"
442,"3990000","0"
213,"11490000","4"
216,"4420000","4"
224,"5090000","4"
227,"8290000","4"
233,"6190000","4"
243,"4490000","4"
245,"9490000","4"
247,"3790000","4"
254,"11290000","4"
261,"18900000","4"
262,"12400000","4"
264,"12590000","4"
267,"14900000","4"
268,"15400000","4"
270,"14900000","4"
271,"21290000","4"
275,"11490000","4"
281,"16190000","5"
286,"12400000","4"
289,"39490000","0"
291,"8990000","4"
295,"13890000","4"
298,"3590000","4"
301,"19890000","5"
303,"15490000","0"
309,"18890000","5"
328,"25890000","5"
337,"31790000","0"
338,"6400000","4"
342,"12990000","5"
347,"69890000","0"
352,"23140000","4"
360,"21900000","0"
361,"32890000","0"
364,"8590000","5"
366,"8400000","4"
368,"29890000","5"
381,"23900000","0"
382,"69900000","0"
387,"45990000","0"
391,"84890000","0"
401,"19890000","5"
405,"99900000","0"
409,"52900000","0"
410,"74900000","0"
414,"54290000","0"
415,"71990000","0"
419,"12490000","0"
420,"19990000","0"
422,"4790000","0"
423,"2999000000","0"
430,"43990000","0"
437,"26990000","0"
438,"15990000","0"
440,"7490000","0"
441,"17990000","0"
6,"8000000","4"
1,"5590000","0"
2,"3990000","4"
3,"8090000","4"
8,"7990000","4"
17,"10990000","5"
18,"7490000","4"
23,"7790000","4"
27,"12790000","5"
28,"17590000","4"
31,"4990000","4"
33,"8790000","4"
36,"17090000","0"
39,"9090000","4"
47,"10090000","4"
50,"11990000","5"
51,"18890000","0"
57,"7390000","4"
59,"8790000","5"
61,"8490000","0"
63,"10590000","4"
64,"7990000","0"
68,"8590000","5"
69,"12190000","4"
70,"6990000","4"
72,"9790000","5"
77,"6190000","4"
84,"11990000","5"
85,"13190000","4"
90,"8990000","0"
94,"12790000","5"
95,"12490000","0"
97,"16490000","5"
101,"12690000","4"
103,"14390000","4"
107,"16990000","5"
110,"15390000","4"
112,"15090000","4"
116,"5990000","4"
117,"6190000","5"
125,"14490000","0"
127,"7490000","4"
129,"8490000","4"
131,"17590000","0"
133,"19490000","5"
139,"15490000","5"
146,"7990000","4"
148,"9290000","4"
155,"13990000","0"
157,"48390000","0"
161,"4990000","4"
164,"53890000","4"
167,"4990000","4"
168,"17090000","5"
179,"10990000","4"
180,"7990000","4"
181,"15310000","4"
192,"14990000","0"
194,"10490000","5"
203,"9990000","5"
207,"18990000","0"
210,"69990000","0"
11,"5990000","4"
12,"10990000","4"
13,"3690000","0"
22,"5990000","4"
25,"11090000","4"
35,"6490000","4"
37,"6990000","4"
42,"11190000","4"
43,"7490000","4"
45,"10590000","5"
46,"6990000","4"
52,"6990000","4"
54,"8690000","5"
66,"11190000","5"
73,"12290000","4"
76,"4090000","0"
82,"17990000","5"
86,"9990000","4"
88,"21090000","4"
91,"10590000","5"
96,"5490000","4"
100,"4690000","4"
102,"5190000","4"
106,"19490000","4"
113,"13590000","0"
115,"7990000","4"
118,"14990000","5"
119,"15890000","4"
120,"17290000","5"
128,"13990000","0"
130,"17090000","0"
134,"15690000","4"
138,"12990000","4"
140,"5990000","0"
141,"15990000","5"
143,"5990000","5"
150,"11990000","0"
152,"16890000","4"
153,"20490000","4"
154,"13490000","4"
166,"33290000","5"
171,"20490000","0"
173,"7790000","4"
176,"8990000","0"
177,"10490000","0"
183,"45890000","0"
184,"11490000","4"
190,"11490000","0"
197,"13280000","4"
199,"16990000","0"
202,"11450000","4"
204,"15450000","4"
206,"11990000","0"
208,"16090000","0"
209,"56990000","0"
4,"4990000","4"
7,"5790000","0"
9,"8790000","4"
10,"8340000","4"
14,"3690000","4"
15,"9990000","0"
16,"5790000","4"
19,"9990000","4"
20,"6990000","4"
21,"5990000","4"
24,"5990000","4"
32,"9290000","4"
49,"10990000","4"
53,"9090000","5"
56,"6490000","4"
58,"9490000","4"
60,"6790000","5"
65,"8490000","4"
74,"9390000","5"
79,"8990000","0"
80,"13790000","0"
93,"12490000","5"
104,"17990000","4"
109,"8990000","4"
123,"5890000","4"
126,"7140000","4"
135,"15990000","0"
137,"13990000","5"
142,"38390000","4"
145,"6690000","0"
159,"7990000","0"
163,"18290000","5"
165,"7490000","0"
169,"9390000","5"
170,"28690000","0"
172,"6390000","5"
174,"8190000","4"
175,"35490000","0"
185,"16590000","4"
193,"10090000","5"
201,"12910000","0"
5,"7790000","4"
26,"5890000","5"
29,"12490000","4"
30,"8990000","4"
34,"15490000","4"
38,"5690000","4"
40,"10190000","5"
41,"8490000","4"
44,"9790000","4"
48,"5990000","4"
55,"14290000","4"
62,"7590000","5"
67,"5990000","4"
71,"13390000","5"
75,"16590000","4"
78,"15090000","5"
81,"6590000","4"
83,"13990000","4"
87,"13090000","5"
89,"12490000","5"
92,"11990000","5"
98,"8990000","4"
99,"6190000","0"
105,"7990000","4"
108,"11990000","3"
111,"11790000","5"
114,"6490000","4"
121,"14990000","4"
122,"10990000","4"
124,"19990000","5"
132,"16990000","4"
136,"22390000","5"
144,"5790000","4"
147,"11990000","5"
149,"10990000","5"
151,"17490000","4"
156,"5360000","4"
158,"36990000","0"
160,"10990000","5"
162,"36390000","4"
178,"13790000","4"
182,"31990000","0"
186,"8990000","4"
187,"10990000","4"
188,"13750000","0"
189,"48390000","0"
191,"7690000","3"
195,"5890000","0"
196,"13780000","5"
198,"32890000","4"
200,"12790000","0"
205,"15990000","0"
669,"2990000","4"
677,"3590000","4"
680,"990000","4"
682,"2290000","4"
684,"2990000","4"
685,"3090000","4"
690,"4690000","4"
698,"3890000","0"
701,"4390000","0"
706,"1820000","4"
710,"6890000","4"
712,"2050000","4"
719,"2560000","4"
720,"3590000","0"
722,"3190000","4"
727,"4390000","4"
729,"4090000","0"
731,"6290000","0"
736,"7320000","0"
738,"4890000","0"
668,"2990000","4"
670,"4490000","4"
672,"2590000","4"
675,"2090000","4"
678,"3990000","4"
679,"1990000","4"
683,"1990000","5"
691,"3250000","4"
693,"2390000","0"
696,"5390000","4"
707,"4990000","0"
711,"3990000","0"
717,"5190000","4"
718,"5690000","0"
721,"2490000","3"
723,"2840000","4"
726,"2390000","0"
728,"6590000","0"
733,"6090000","0"
737,"6290000","0"
740,"2790000","0"
742,"6290000","0"
673,"2690000","4"
687,"3390000","4"
688,"1890000","5"
689,"2790000","4"
694,"2290000","5"
697,"4990000","4"
699,"3190000","5"
702,"2690000","5"
703,"3790000","4"
704,"5190000","4"
705,"4290000","4"
709,"3790000","4"
716,"3690000","0"
724,"2650000","4"
725,"2390000","5"
732,"7890000","0"
734,"5690000","0"
744,"4290000","0"
671,"3190000","4"
674,"1790000","4"
676,"2870000","5"
681,"2690000","4"
686,"1690000","4"
692,"3890000","4"
695,"2590000","4"
700,"1990000","4"
708,"3320000","3"
713,"2340000","4"
714,"2840000","4"
715,"3790000","0"
730,"2380000","4"
735,"2590000","0"
739,"4490000","0"
741,"6390000","0"
743,"3600000","0"
